artist,title,lyrics
Justin Bieber,As Long As You Love Me,"As long as you love me
(Love me, love me, love me, love me, love me, love me)
As long as you love me
(Love me, love me, love me, love me)
As long as you love me

[Verse 1: Justin Bieber]
We're under pressure (We're under pressure)
Seven billion people in the world tryna fit in (Tryna fit in)
Keep it together (Keep it together)
Smile on your face, even though your heart is frowning (Frowning)
But hey now (Hey now), you know, girl (You know, girl)
We both know, it's a cruel world (Cruel world)
But I will (But I will) take my chances

[Chorus: Justin Bieber]
As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

[Verse 2: Justin Bieber]
I'll be your soldier (I'll be your soldier)
Fighting every second of the day for your dreams, girl
(For your dreams, girl)
I'll be your Hova (I'll be your Hova)
You could be my Destiny's Child on the scene, girl
So don't stress (Don't stress), and don't cry (And don't cry)
Oh, we don't need no wings to fly (Wings to fly)
Just take (Take), my hand
You might also like[Chorus: Justin Bieber]
As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

[Verse 3: Big Sean]
Woah, woah, B-I-G
I don't know if this makes sense, but, you're my hallelujah
Give me a time and place, I'll rendezvous it
I'll fly you to it, I'll beat you there
Girl, you know I got you
Us, trust, a couple things I can't spell without 'U'
Now we on top of the world (World) 'cause that's just how we do
Used to tell me sky's the limit, now the sky's our point of view
Man, we stepping out, like woah (Oh God)
Cameras point and shoot (Shoot)
Ask me, ""What's my best side?""
I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the grass ain't always greener on the other side
It's green where you water it
So I know, we got issues baby, true, true, true
But I'd rather work on this with you
Than to go ahead and start with someone new
As long as you love me
[Chorus: Justin Bieber]
As long as you love me (Yeah, yeah, baby)
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum (Platinum), I'll be your silver, I'll be your gold

[Outro: Justin Bieber]
As long as you love me
As long as you love me
As long as you love me (I'll be your silver, I'll be your gold)
As long as you love me, you love me, you love me, yeah
(It's all I want, baby)
As long as you love me, you love me (Please don't go)
As long as you love me, as long as you love me
As long as you love me, yeah
As long as you love me (Love me, love me, love me, love me)108Embed"
Justin Bieber,I Donate Care,"I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wonderin' if I could sneak out the back
Nobody's even lookin' me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" (Hell, yeah)
You know I love ya, did I ever tell ya?
You make it better like that

[Pre-Chorus: Ed Sheeran]
Don't think I fit in at this party
Everyone's got so much to say (Yeah)
I always feel like I'm nobody, mmm
Who wants to fit in anyway?

[Chorus: Ed Sheeran]
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
You might also like[Verse 2: Justin Bieber]
We at a party we don't wanna be at
Tryna talk, but we can't hear ourselves
Read your lips, I'd rather kiss 'em right back
With all these people all around
I'm crippled with anxiety
But I'm told it's where I'm s'posed to be
You know what? It's kinda crazy 'cause I really don't mind
When you make it better like that

[Pre-Chorus: Justin Bieber]
Don't think we fit in at this party
Everyone's got so much to say, oh yeah, yeah
When we walked in, I said I'm sorry, mmm
But now I think that we should stay

[Chorus: Ed Sheeran & Justin Bieber]
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
Yeah, you're making me feel like maybe I am somebody
I can deal with the bad nights when I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (Oh yeah, yeah, yeah)
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights when I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (No)
[Bridge: Justin Bieber & Ed Sheeran]
I don't like nobody but you, it's like you're the only one here
I don't like nobody but you, baby, I don't care
I don't like nobody but you, I hate everyone here
I don't like nobody but you, baby, yeah

[Chorus: Ed Sheeran & Justin Bieber]
'Cause I don't care (Don't care)
When I'm with my baby, yeah (Oh yeah)
All the bad things disappear (Disappear)
And you're making me feel like maybe I am somebody (Maybe I'm somebody)
I can deal with the bad nights (With the bad nights)
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh (Oh yeah, yeah, yeah)
'Cause I don't care as long as you just hold me near (Me near)
You can take me anywhere (Anywhere, anywhere)
And you're making me feel like I'm loved by somebody
(I'm loved by somebody, yeah, yeah, yeah)
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh84Embed"
Justin Bieber,What Do You Mean?,"What do you mean?  Oh, oh
When you nod your head yes, but you wanna  say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do  you mean? Oh,  what do you mean?
Said you're runnin' outta time,  what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

[Verse 1]
You're so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?

[Pre-Chorus]
First you wanna go to the left, then you wanna turn right (Right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then  between ('Tween)
Oh, I really wanna know

[Chorus]
What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?
You might also like[Verse 2]
You're overprotective when I'm leavin'
Tryna compromise, but I can’t win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end

[Pre-Chorus]
First you wanna go to the left, then you wanna turn right
(Turn right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then between ('Tween)
Oh, I really wanna know

[Chorus]
What do you mean? Oh, oh (Yeah, yeah, yeah, yeah)
When you nod your head yes, but you wanna say no
What do you mean? (Oh, what do you mean?) Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? (I wanna know, ooh)
Oh, what do you mean? (Ooh)
Said you're runnin' outta time, what do you mean? (Oh, baby)
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean? (Don't be so selfish, baby, yeah, yeah) Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? (You're so confusin', baby) Hey, yeah
When you don't want me to move (Hey), but you tell me to go
What do you mean? (Be more straightforward)
Oh, what do you mean? (Hey, ah, ah, ah)
Said you're runnin' outta time, what do you mean? (Hey, ah, ah, ah)
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?84Embed"
Justin Bieber,Peaches,"I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that’s it)

[Verse 1: Justin Bieber]
And I say, oh (Oh)
The way I breathe you in (In)
It's the texture of your skin
I wanna wrap my arms around you, baby
Never let you go, oh
And I say, oh
There's nothing like your touch
It’s the way you lift me up, yeah
And I'll be right here with you 'til the end of time

[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

[Verse 2: Daniel Caesar]
You ain't sure yet
But I'm for ya
All I can want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
And give you my whole life
I left my girl, I’m in Mallorca
Hate to leave her, call it torture
Remember when I couldn’t hold her
Left her baggage for Rimowa
You might also like[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that’s it)

[Verse 3: GIVĒON]
I get the feeling, so I'm sure (Sure)
Hand in my hand because I'm yours, I can't
I can’t pretend, I can't ignore, you're right for me
Don't think you wanna know just where I've been, oh
Done bein' distracted
The one I need is right in my arms (Oh)
Your kisses taste the sweetest with mine
And I'll be right here with you 'til the end of time

[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
(I get my light right from the source, yeah, yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)60Embed"
Adele,Hello,"Hello, it's me
I was wondering if, after all these years, you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healin'
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

[Pre-Chorus]
There's such a difference between us
And a million miles
[Chorus]
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

[Verse 2]
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?
See Adele LiveGet tickets as low as $97You might also like[Pre-Chorus]
It's no secret that the both of us
Are running out of time
[Chorus]
So hello from the other side (Other side)
I must've called a thousand times (Thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (Outside)
At least, I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

[Bridge]
(Highs, highs, highs, highs, lows, lows, lows, lows) Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows) Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows) Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows) Anymore
[Chorus]
Hello from the other side (Other side)
I must've called a thousand times (Thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (Outside)
At least, I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
[Music Video]260Embed"
Adele,Easy On Me,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim
When I am drowning in this silence
Baby, let me in
[Chorus]
Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
I had no time to choose what I chose to do
So go easy on me

[Verse 2]
There ain't no room for things to change
When we are both so deeply stuck in our ways
You can't deny how hard I've tried
I changed who I was to put you both first
But now I give up
[Chorus]
Go easy on mе, baby
I was still a child
Didn't get the chance to
Feel thе world around me
Had no time to choose what I chose to do
So go easy on me
See Adele LiveGet tickets as low as $97You might also like[Bridge]
I had good intentions
And the highest hopes
But I know right now
It probably doesn't even show
[Chorus]
Go easy on me, baby
I was still a child
I didn't get the chance to
Feel the world around me
I had no time to choose what I chose to do
So go easy on me156Embed"
Adele,Someone Like You,"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days
See Adele LiveGet tickets as low as $97You might also like[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead

[Bridge]
Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead223Embed"
Adele,Set Fire to the Rain,"I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet

[Pre-Chorus]
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
See Adele LiveGet tickets as low as $97You might also like[Verse 2]
When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

[Pre-Chorus]
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time
[Bridge]
Sometimes, I wake up by the door
That heart you caught must be waitin' for you
Even now, when we're already over
I can't help myself from lookin' for you

[Chorus]
I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time

[Outro]
Oh
Oh, no
Let it burn
Oh
Let it burn
Let it burn106Embed"
Adele,Rolling in the Deep,"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

[Pre-Chorus]
The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling

[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

[Verse 2]
Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared
See Adele LiveGet tickets as low as $97You might also like[Pre-Chorus]
(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating

[Bridge]
Throw your soul through every open door (Ooh woah, oh)
Count your blessings to find what you look for (Woah)
Turn my sorrow into treasured gold (Ooh woah, oh)
You'll pay me back in kind and reap just what you sow

[Breakdown]
(You're gonna wish you never had met me)
We could've had it all (Tears are gonna fall, rolling in the deep)
We could've had it all, yeah (You're gonna wish you never had met me)
It all, it all, it all (Tears are gonna fall, rolling in the deep)
[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
But you played it, you played it, you played it
You played it to the beat154Embed"
Adele,When We Were Young,"Everybody loves the things you do
From the way you talk to the way you move
Everybody here is watching you
'Cause you feel like home, you're like a dream come true
But, if by chance, you're here alone
Can I have a moment before I go?
'Cause I've been by myself all night long
Hoping you're someone I used to know

[Pre-Chorus]
You look like a movie, you sound like a song
My God, this reminds me of when we were young

[Chorus]
Let me photograph you in this light in case it is the last time
That we might be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie, it was just like a song

[Verse 2]
I was so scared to face my fears
Nobody told me that you'd be here
And I swear you'd moved overseas
That's what you said when you left me
See Adele LiveGet tickets as low as $97You might also like[Pre-Chorus]
You still look like a movie, you still sound like a song
My God, this reminds me of when we were young

[Chorus]
Let me photograph you in this light in case it is the last time
That we might be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie, it was just like a song

[Post-Chorus]
(When we were young)
(When we were young)
(When we were young)
(When we were young)

[Bridge]
It's hard to admit that (When we were young)
Everything just takes me back (When we were young)
To when you were there (When we were young)
To when you were there
And a part of me keeps holding on (When we were young)
Just in case it hasn't gone (When we were young)
I guess I still care (When we were young)
Do you still care?
[Break]
It was just like a movie, it was just like a song
My God, this reminds me of when we were young
(When we were young)
(When we were young)
(When we were young)
(When we were young)

[Chorus]
Let me photograph you in this light in case it is the last time
(When we were young, when we were young)
That we might be exactly like we were before we realised
(When we were young, when we were young)
We were sad of getting old, it made us restless
(When we were young, when we were young)
Oh, I'm so mad I'm getting old, it makes me reckless
(When we were young, when we were young)
It was just like a movie, it was just like a song
When we were young94Embed"
Adele,All I Ask,"I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend
Like we're not scared of what is coming next
Or scared of having nothing left?

[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

[Verse 2]
I don't need your honesty
It's already in your eyes
And I'm sure my eyes, they speak for me
No one knows me like you do
And since you're the only one that mattered
Tell me, who do I run to?
See Adele LiveGet tickets as low as $97You might also like[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

[Bridge]
Let this be our lesson in love
Let this be the way we remember us
I don't want to be cruel or vicious
And I ain't asking for forgiveness
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?44Embed"
Adele,Dollhouse,"Hey girl, open the walls
Play with your dolls
We'll be a perfect family
When you walk away is when we really play
You don't hear me when I say
""Mom, please wake up
Dad's with a slut
And your son is smoking cannabis""

[Pre-Chorus]
No one ever listens
This wallpaper glistens
Don't let them see what goes down in the kitchen

[Chorus]
Places, places, get in your places
""Throw on your dress and put on your doll faces""
Everyone thinks that we're perfect
Please don't let them look through the curtains
Picture, picture, smile for the picture
""Pose with your brother, won't you be a good sister?""
Everyone thinks that we're perfect
Please don't let them look through the curtains

[Post-Chorus]
D-O-L-L-H-O-U-S-E
I see things that nobody else sees
(D-O-L-L-H-O-U-S-E)
(I see things that nobody else sees)
See Melanie Martinez LiveGet tickets as low as $32You might also like[Verse 2]
Hey girl, look at my mom
She's got it going on
Ha, you're blinded by her jewelry
When you turn your back
She pulls out a flask
And forgets his infidelity
Uh oh, she's coming to the attic, plastic
Go back to being plastic

[Pre-Chorus]
No one ever listens
This wallpaper glistens
One day they'll see what goes down in the kitchen

[Chorus]
Places, places, get in your places
""Throw on your dress and put on your doll faces""
Everyone thinks that we're perfect
Please don't let them look through the curtains
Picture, picture, smile for the picture
""Pose with your brother, won't you be a good sister?""
Everyone thinks that we're perfect
Please don't let them look through the curtains

[Post-Chorus]
D-O-L-L-H-O-U-S-E
I see things that nobody else sees
(D-O-L-L-H-O-U-S-E)
(I see things that nobody else sees)
[Breakdown]
Hey girl (Hey girl)
Hey girl, open your walls
Play with your dolls
We'll be a perfect family

[Chorus]
Places, places, get in your places
""Throw on your dress and put on your doll faces""
Everyone thinks that we're perfect
Please don't let them look through the curtains
Picture, picture, smile for the picture
""Pose with your brother, won't you be a good sister?""
Everyone thinks that we're perfect
Please don't let them look through the curtains

[Post-Chorus]
D-O-L-L-H-O-U-S-E
I see things that nobody else sees
(D-O-L-L-H-O-U-S-E)
(I see things that nobody else sees)138Embed"
Adele,Let It Go,"The snow glows white on the mountain tonight
Not a footprint to be seen
A kingdom of isolation
And it looks like I'm the queen
The wind is howling like this swirling storm inside
Couldn't keep it in, Heaven knows I tried

[Pre-Chorus]
Don't let them in, don't let them see
Be the good girl you always have to be
Conceal, don't feel, don't let them know
Well, now they know
[Chorus]
Let it go, let it go
Can't hold it back anymore
Let it go, let it go
Turn away and slam the door
I don't care what they're going to say
Let the storm rage on
The cold never bothered me anyway

[Verse 2]
It's funny how some distance
Makes everything seem small
And the fears that once controlled me
Can't get to me at all
See Idina Menzel LiveGet tickets as low as $154You might also like[Pre-Chorus]
It's time to see what I can do
To test the limits and break through
No right, no wrong, no rules for me
I'm free

[Chorus]
Let it go, let it go
I'm one with the wind and sky
Let it go, let it go
You'll never see me cry
Here I stand and here I'll stay
Let the storm rage on

[Bridge]
My power flurries through the air into the ground
My soul is spiraling in frozen fractals all around
And one thought crystallizes like an icy blast
I'm never going back, the past is in the past
[Chorus]
Let it go, let it go
And I'll rise like the break of dawn
Let it go, let it go
That perfect girl is gone
Here I stand in the light of day
Let the storm rage on
The cold never bothered me anyway259Embed"
Adele,Send My Love (To Your New Lover),"Just the guitar
Okay, cool

[Verse 1]
This was all you, none of it me
You put your hands on, on my body and told me, mmm
You told me you were ready
For the big one, for the big jump
I'd be your last love, everlasting, you and me, mmm
That was what you told me

[Pre-Chorus]
I'm giving you up
I've forgiven it all
You set me free

[Chorus]
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
See Adele LiveGet tickets as low as $97You might also like[Verse 2]
I was too strong, you were trembling
You couldn't handle the hot heat rising (Rising), mmm
Baby, I'm still rising
I was running, you were walking
You couldn't keep up, you were falling down (Down), mmm
There's only one way down

[Pre-Chorus]
I'm giving you up
I've forgiven it all
You set me free, oh

[Chorus]
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more

[Bridge]
If you're ready, if you're ready
If you're ready, I am ready
If you're ready, if you're ready
We both know we ain't kids no more
No, we ain't kids no more
[Pre-Chorus]
I'm giving you up
I've forgiven it all
You set me free

[Chorus]
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more

[Outro]
If you're ready, if you're ready
(Send my love to your new lover)
If you're ready, are you ready?
(Treat her better)
We've gotta let go of all of our ghosts
We both know we ain't kids no more
If you're ready, if you're ready
(Send my love to your new lover)
If you're ready, are you ready?
(Treat her better)
We've gotta let go of all of our ghosts
We both know we ain't kids no more60Embed"
Drake,Gods Plan,"And they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah

[Verse 1]
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 AM to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Yes, I see the things that they wishin' on me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me

[Chorus]
God's plan, God's plan
I hold back, sometimes I won't, yeah
I feel good, sometimes I don't (Ayy, don't)
I finessed down Weston Road (Ayy, 'nessed)
Might go down a G-O-D (Yeah, wait)
I go hard on Southside G (Yeah, wait)
I make sure that north-side eat
And still

[Post-Chorus]
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah, ayy, ayy
You might also like[Verse 2]
She say, ""Do you love me?"" I tell her, ""Only partly
I only love my bed and my mama, I'm sorry""
Fifty Dub, I even got it tatted on me
Eighty-one, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
'Magine if I never met the broskies

[Chorus]
God's plan, God's plan
I can't do this on my own, ayy (No, ayy)
Someone watchin' this shit close (Yep, close)
I've been me since Scarlett Road, ayy (Road, ayy)
Might go down as G-O-D (Yeah, wait, yeah)
I go hard on Southside G (Ayy, wait, ayy)
I make sure that north-side eat, yeah
And still

[Post-Chorus]
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah, yeah
Bad things
It's a lot of bad things that they wishin' and wishin'
And wishin' and wishin', they wishin' on me
Yeah942Embed"
